Entry	Protein names	Length	Helix	Beta strand	Interacts with
O95843	Guanylyl cyclase-activating protein 3 (GCAP 3) (Guanylate cyclase activator 1C)	209	HELIX 26..29; /evidence="ECO:0007829|PDB:2GGZ"; HELIX 37..43; /evidence="ECO:0007829|PDB:2GGZ"; HELIX 51..64; /evidence="ECO:0007829|PDB:2GGZ"; HELIX 74..84; /evidence="ECO:0007829|PDB:2GGZ"; HELIX 89..100; /evidence="ECO:0007829|PDB:2GGZ"; HELIX 110..120; /evidence="ECO:0007829|PDB:2GGZ"; HELIX 131..142; /evidence="ECO:0007829|PDB:2GGZ"; HELIX 152..160; /evidence="ECO:0007829|PDB:2GGZ"; HELIX 166..172; /evidence="ECO:0007829|PDB:2GGZ"; HELIX 177..185; /evidence="ECO:0007829|PDB:2GGZ"	STRAND 33..36; /evidence="ECO:0007829|PDB:2GGZ"; STRAND 69..73; /evidence="ECO:0007829|PDB:2GGZ"; STRAND 105..108; /evidence="ECO:0007829|PDB:2GGZ"; STRAND 147..150; /evidence="ECO:0007829|PDB:2GGZ"	O14964; Q9UIG4
O95876	WD repeat-containing and planar cell polarity effector protein fritz homolog (hFRTZ) (Bardet-Biedl syndrome 15 protein) (WD repeat-containing and planar cell polarity effector protein)	746	HELIX 73..85; /evidence="ECO:0007829|PDB:7Q3D"; HELIX 100..113; /evidence="ECO:0007829|PDB:7Q3D"; HELIX 154..157; /evidence="ECO:0007829|PDB:7Q3D"; HELIX 428..430; /evidence="ECO:0007829|PDB:7Q3D"; HELIX 488..497; /evidence="ECO:0007829|PDB:7Q3D"; HELIX 501..510; /evidence="ECO:0007829|PDB:7Q3D"; HELIX 514..516; /evidence="ECO:0007829|PDB:7Q3D"; HELIX 517..532; /evidence="ECO:0007829|PDB:7Q3D"; HELIX 538..552; /evidence="ECO:0007829|PDB:7Q3D"; HELIX 560..582; /evidence="ECO:0007829|PDB:7Q3D"; HELIX 587..597; /evidence="ECO:0007829|PDB:7Q3D"; HELIX 604..611; /evidence="ECO:0007829|PDB:7Q3D"; HELIX 617..627; /evidence="ECO:0007829|PDB:7Q3D"	STRAND 36..43; /evidence="ECO:0007829|PDB:7Q3D"; STRAND 59..61; /evidence="ECO:0007829|PDB:7Q3D"; STRAND 116..123; /evidence="ECO:0007829|PDB:7Q3D"; STRAND 126..131; /evidence="ECO:0007829|PDB:7Q3D"; STRAND 136..142; /evidence="ECO:0007829|PDB:7Q3D"; STRAND 145..152; /evidence="ECO:0007829|PDB:7Q3D"; STRAND 164..169; /evidence="ECO:0007829|PDB:7Q3D"; STRAND 171..180; /evidence="ECO:0007829|PDB:7Q3D"; STRAND 183..190; /evidence="ECO:0007829|PDB:7Q3D"; STRAND 210..216; /evidence="ECO:0007829|PDB:7Q3D"; STRAND 228..231; /evidence="ECO:0007829|PDB:7Q3D"; STRAND 237..241; /evidence="ECO:0007829|PDB:7Q3D"; STRAND 263..270; /evidence="ECO:0007829|PDB:7Q3D"; STRAND 273..280; /evidence="ECO:0007829|PDB:7Q3D"; STRAND 286..291; /evidence="ECO:0007829|PDB:7Q3D"; STRAND 293..295; /evidence="ECO:0007829|PDB:7Q3D"; STRAND 299..306; /evidence="ECO:0007829|PDB:7Q3D"; STRAND 312..315; /evidence="ECO:0007829|PDB:7Q3D"; STRAND 328..330; /evidence="ECO:0007829|PDB:7Q3D"; STRAND 333..335; /evidence="ECO:0007829|PDB:7Q3D"; STRAND 340..345; /evidence="ECO:0007829|PDB:7Q3D"; STRAND 349..356; /evidence="ECO:0007829|PDB:7Q3D"; STRAND 360..365; /evidence="ECO:0007829|PDB:7Q3D"; STRAND 370..375; /evidence="ECO:0007829|PDB:7Q3D"; STRAND 381..385; /evidence="ECO:0007829|PDB:7Q3D"; STRAND 392..395; /evidence="ECO:0007829|PDB:7Q3D"; STRAND 399..404; /evidence="ECO:0007829|PDB:7Q3D"; STRAND 410..415; /evidence="ECO:0007829|PDB:7Q3D"; STRAND 423..427; /evidence="ECO:0007829|PDB:7Q3D"; STRAND 437..443; /evidence="ECO:0007829|PDB:7Q3D"; STRAND 461..467; /evidence="ECO:0007829|PDB:7Q3D"; STRAND 471..476; /evidence="ECO:0007829|PDB:7Q3D"	
O95881	Thioredoxin domain-containing protein 12 (EC 1.8.4.2) (Endoplasmic reticulum resident protein 18) (ER protein 18) (ERp18) (Endoplasmic reticulum resident protein 19) (ER protein 19) (ERp19) (Thioredoxin-like protein p19) (hTLP19)	172	HELIX 43..53; /evidence="ECO:0007829|PDB:1SEN"; HELIX 67..77; /evidence="ECO:0007829|PDB:1SEN"; HELIX 80..86; /evidence="ECO:0007829|PDB:1SEN"; HELIX 96..98; /evidence="ECO:0007829|PDB:1SEN"; HELIX 103..105; /evidence="ECO:0007829|PDB:1SEN"; HELIX 144..158; /evidence="ECO:0007829|PDB:1SEN"; HELIX 159..161; /evidence="ECO:0007829|PDB:1SEN"	STRAND 33..38; /evidence="ECO:0007829|PDB:2K8V"; STRAND 57..62; /evidence="ECO:0007829|PDB:1SEN"; STRAND 89..95; /evidence="ECO:0007829|PDB:1SEN"; STRAND 112..118; /evidence="ECO:0007829|PDB:1SEN"	P49069; Q92785; Q9Y680; O95198; O43765; Q96EQ0; Q9UMX0; Q9UMX0-2; Q9UHD9
O95886	Disks large-associated protein 3 (DAP-3) (PSD-95/SAP90-binding protein 3) (SAP90/PSD-95-associated protein 3) (SAPAP3)	979			Q15700; Q08379; Q63ZY3; Q8IUG1; Q701N4; P43360; Q86UL8-2; P16333
O95905	Protein ecdysoneless homolog (Human suppressor of GCR two) (hSGT1)	644			Q9NWS0; Q6P2Q9; Q9Y265; Q9H3M7
O95907	Monocarboxylate transporter 3 (MCT 3) (Solute carrier family 16 member 8)	504			
O95944	Natural cytotoxicity triggering receptor 2 (Lymphocyte antigen 95 homolog) (NK cell-activating receptor) (Natural killer cell p44-related protein) (NK-p44) (NKp44) (CD antigen CD336)	276	HELIX 101..103; /evidence="ECO:0007829|PDB:1HKF"	STRAND 26..31; /evidence="ECO:0007829|PDB:1HKF"; STRAND 36..41; /evidence="ECO:0007829|PDB:1HKF"; STRAND 51..59; /evidence="ECO:0007829|PDB:1HKF"; STRAND 62..69; /evidence="ECO:0007829|PDB:1HKF"; STRAND 81..85; /evidence="ECO:0007829|PDB:1HKF"; STRAND 90..96; /evidence="ECO:0007829|PDB:1HKF"; STRAND 105..112; /evidence="ECO:0007829|PDB:1HKF"; STRAND 119..130; /evidence="ECO:0007829|PDB:1HKF"	Q8IZD2-8; P12004; O43914
O95977	Sphingosine 1-phosphate receptor 4 (S1P receptor 4) (S1P4) (Endothelial differentiation G-protein coupled receptor 6) (Sphingosine 1-phosphate receptor Edg-6) (S1P receptor Edg-6)	384	HELIX 108..111; /evidence="ECO:0007829|PDB:2DCO"	STRAND 113..116; /evidence="ECO:0007829|PDB:2DCO"	P57678
O95990	Actin-associated protein FAM107A (Down-regulated in renal cell carcinoma 1) (Protein TU3A)	144			Q96JN2-2; A1L4K1; Q6A162; Q9BRK4; Q9UJV3-2; Q8ND90; Q6NUQ1; O94972; Q8N6Y0; Q86Z20; Q2TAC2-2; P62508-3; A6NEM1; O75031; Q7Z3Y8; Q5JR59-3; Q8NI38; Q12933
O95996	Adenomatous polyposis coli protein 2 (Adenomatous polyposis coli protein-like) (APC-like)	2303			Q15691; Q9UPY8; Q13625
O96000	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 10 (Complex I-PDSW) (CI-PDSW) (NADH-ubiquinone oxidoreductase PDSW subunit)	172			Q8IZU0; O14964; P42858; O15160; P05455; Q8NFB2; P42858; Q7Z699
O96004	Heart- and neural crest derivatives-expressed protein 1 (Class A basic helix-loop-helix protein 27) (bHLHa27) (Extraembryonic tissues, heart, autonomic nervous system and neural crest derivatives-expressed protein 1) (eHAND)	215			G5E9A7; P60371; A0A6Q8PF08; Q7Z699; Q99081-3; P15923-3; Q86WV8
O96005	Putative lipid scramblase CLPTM1 (Cleft lip and palate transmembrane protein 1)	669			Q12908; P31213; Q8VCW4
P00338	L-lactate dehydrogenase A chain (LDH-A) (EC 1.1.1.27) (Cell proliferation-inducing gene 19 protein) (LDH muscle subunit) (LDH-M) (Renal carcinoma antigen NY-REN-59)	332	HELIX 4..8; /evidence="ECO:0007829|PDB:5W8J"; HELIX 30..41; /evidence="ECO:0007829|PDB:5W8J"; HELIX 55..67; /evidence="ECO:0007829|PDB:5W8J"; HELIX 68..71; /evidence="ECO:0007829|PDB:5W8J"; HELIX 83..86; /evidence="ECO:0007829|PDB:5W8J"; HELIX 106..127; /evidence="ECO:0007829|PDB:5W8J"; HELIX 140..151; /evidence="ECO:0007829|PDB:5W8J"; HELIX 155..157; /evidence="ECO:0007829|PDB:5W8J"; HELIX 164..178; /evidence="ECO:0007829|PDB:5W8J"; HELIX 182..184; /evidence="ECO:0007829|PDB:5W8J"; HELIX 201..203; /evidence="ECO:0007829|PDB:5W8J"; HELIX 211..214; /evidence="ECO:0007829|PDB:5W8J"; HELIX 228..245; /evidence="ECO:0007829|PDB:5W8J"; HELIX 250..264; /evidence="ECO:0007829|PDB:5W8J"; HELIX 310..327; /evidence="ECO:0007829|PDB:5W8J"	STRAND 9..11; /evidence="ECO:0007829|PDB:5W8J"; STRAND 20..26; /evidence="ECO:0007829|PDB:5W8J"; STRAND 46..51; /evidence="ECO:0007829|PDB:5W8J"; STRAND 76..79; /evidence="ECO:0007829|PDB:5W8J"; STRAND 90..94; /evidence="ECO:0007829|PDB:5W8J"; STRAND 132..135; /evidence="ECO:0007829|PDB:5W8J"; STRAND 137..139; /evidence="ECO:0007829|PDB:5W8J"; STRAND 158..160; /evidence="ECO:0007829|PDB:5W8J"; STRAND 189..194; /evidence="ECO:0007829|PDB:5W8J"; STRAND 197..199; /evidence="ECO:0007829|PDB:5W8I"; STRAND 220..222; /evidence="ECO:0007829|PDB:6Q0D"; STRAND 269..276; /evidence="ECO:0007829|PDB:5W8J"; STRAND 278..280; /evidence="ECO:0007829|PDB:5ZJE"; STRAND 288..296; /evidence="ECO:0007829|PDB:5W8J"; STRAND 299..304; /evidence="ECO:0007829|PDB:5W8J"	P11142; P00338; P07195; P07864; P07195; A0A286YFD7; Q499Y8
P00374	Dihydrofolate reductase (EC 1.5.1.3)	187	HELIX 29..40; /evidence="ECO:0007829|PDB:1KMV"; HELIX 55..60; /evidence="ECO:0007829|PDB:1KMV"; HELIX 63..65; /evidence="ECO:0007829|PDB:1KMV"; HELIX 94..101; /evidence="ECO:0007829|PDB:1KMV"; HELIX 119..126; /evidence="ECO:0007829|PDB:1KMV"	STRAND 5..11; /evidence="ECO:0007829|PDB:1KMV"; STRAND 16..19; /evidence="ECO:0007829|PDB:1KMV"; STRAND 24..26; /evidence="ECO:0007829|PDB:5HVE"; STRAND 43..46; /evidence="ECO:0007829|PDB:5HQY"; STRAND 48..54; /evidence="ECO:0007829|PDB:1KMV"; STRAND 71..76; /evidence="ECO:0007829|PDB:1KMV"; STRAND 88..93; /evidence="ECO:0007829|PDB:1KMV"; STRAND 110..115; /evidence="ECO:0007829|PDB:1KMV"; STRAND 128..130; /evidence="ECO:0007829|PDB:4M6K"; STRAND 132..141; /evidence="ECO:0007829|PDB:1KMV"; STRAND 146..148; /evidence="ECO:0007829|PDB:1KMV"; STRAND 157..159; /evidence="ECO:0007829|PDB:1KMS"; STRAND 161..163; /evidence="ECO:0007829|PDB:3S7A"; STRAND 171..173; /evidence="ECO:0007829|PDB:1KMV"; STRAND 176..185; /evidence="ECO:0007829|PDB:1KMV"	Q86XF0
P00480	Ornithine transcarbamylase, mitochondrial (OTCase) (EC 2.1.3.3) (Ornithine carbamoyltransferase, mitochondrial)	354	HELIX 45..47; /evidence="ECO:0007829|PDB:1OTH"; HELIX 50..68; /evidence="ECO:0007829|PDB:1OTH"; HELIX 92..103; /evidence="ECO:0007829|PDB:1OTH"; HELIX 124..134; /evidence="ECO:0007829|PDB:1OTH"; HELIX 145..154; /evidence="ECO:0007829|PDB:1OTH"; HELIX 169..183; /evidence="ECO:0007829|PDB:1OTH"; HELIX 199..205; /evidence="ECO:0007829|PDB:1OTH"; HELIX 209..211; /evidence="ECO:0007829|PDB:1OTH"; HELIX 227..240; /evidence="ECO:0007829|PDB:1OTH"; HELIX 250..254; /evidence="ECO:0007829|PDB:1OTH"; HELIX 271..273; /evidence="ECO:0007829|PDB:1OTH"; HELIX 274..280; /evidence="ECO:0007829|PDB:1OTH"; HELIX 288..292; /evidence="ECO:0007829|PDB:1OTH"; HELIX 313..316; /evidence="ECO:0007829|PDB:1OTH"; HELIX 323..342; /evidence="ECO:0007829|PDB:1OTH"	STRAND 81..88; /evidence="ECO:0007829|PDB:1OTH"; STRAND 107..112; /evidence="ECO:0007829|PDB:1OTH"; STRAND 136..141; /evidence="ECO:0007829|PDB:1OTH"; STRAND 159..162; /evidence="ECO:0007829|PDB:1OTH"; STRAND 190..195; /evidence="ECO:0007829|PDB:1OTH"; STRAND 214..218; /evidence="ECO:0007829|PDB:1OTH"; STRAND 244..248; /evidence="ECO:0007829|PDB:1OTH"; STRAND 258..262; /evidence="ECO:0007829|PDB:1OTH"; STRAND 299..302; /evidence="ECO:0007829|PDB:1OTH"	
P00505	Aspartate aminotransferase, mitochondrial (mAspAT) (EC 2.6.1.1) (EC 2.6.1.7) (Fatty acid-binding protein) (FABP-1) (Glutamate oxaloacetate transaminase 2) (Kynurenine aminotransferase 4) (Kynurenine aminotransferase IV) (Kynurenine--oxoglutarate transaminase 4) (Kynurenine--oxoglutarate transaminase IV) (Plasma membrane-associated fatty acid-binding protein) (FABPpm) (Transaminase A)	430	HELIX 43..53; /evidence="ECO:0007829|PDB:5AX8"; HELIX 78..88; /evidence="ECO:0007829|PDB:5AX8"; HELIX 103..114; /evidence="ECO:0007829|PDB:5AX8"; HELIX 119..123; /evidence="ECO:0007829|PDB:5AX8"; HELIX 133..148; /evidence="ECO:0007829|PDB:5AX8"; HELIX 165..172; /evidence="ECO:0007829|PDB:5AX8"; HELIX 191..198; /evidence="ECO:0007829|PDB:5AX8"; HELIX 223..236; /evidence="ECO:0007829|PDB:5AX8"; HELIX 254..257; /evidence="ECO:0007829|PDB:5AX8"; HELIX 259..266; /evidence="ECO:0007829|PDB:5AX8"; HELIX 298..315; /evidence="ECO:0007829|PDB:5AX8"; HELIX 321..332; /evidence="ECO:0007829|PDB:5AX8"; HELIX 334..364; /evidence="ECO:0007829|PDB:5AX8"; HELIX 372..376; /evidence="ECO:0007829|PDB:5AX8"; HELIX 388..398; /evidence="ECO:0007829|PDB:5AX8"; HELIX 410..412; /evidence="ECO:0007829|PDB:5AX8"; HELIX 415..428; /evidence="ECO:0007829|PDB:5AX8"	STRAND 72..74; /evidence="ECO:0007829|PDB:8SKR"; STRAND 126..132; /evidence="ECO:0007829|PDB:5AX8"; STRAND 153..159; /evidence="ECO:0007829|PDB:5AX8"; STRAND 175..180; /evidence="ECO:0007829|PDB:5AX8"; STRAND 206..213; /evidence="ECO:0007829|PDB:5AX8"; STRAND 239..246; /evidence="ECO:0007829|PDB:5AX8"; STRAND 272..276; /evidence="ECO:0007829|PDB:5AX8"; STRAND 288..294; /evidence="ECO:0007829|PDB:5AX8"; STRAND 316..318; /evidence="ECO:0007829|PDB:5AX8"; STRAND 379..383; /evidence="ECO:0007829|PDB:5AX8"; STRAND 406..409; /evidence="ECO:0007829|PDB:5AX8"	
P00519	Tyrosine-protein kinase ABL1 (EC 2.7.10.2) (Abelson murine leukemia viral oncogene homolog 1) (Abelson tyrosine-protein kinase 1) (Proto-oncogene c-Abl) (p150)	1130	HELIX 49..53; /evidence="ECO:0007829|PDB:2FO0"; HELIX 58..60; /evidence="ECO:0007829|PDB:2FO0"; HELIX 113..115; /evidence="ECO:0007829|PDB:5OAZ"; HELIX 122..124; /evidence="ECO:0007829|PDB:5DC4"; HELIX 134..140; /evidence="ECO:0007829|PDB:5DC4"; HELIX 195..202; /evidence="ECO:0007829|PDB:5DC4"; HELIX 239..241; /evidence="ECO:0007829|PDB:5HU9"; HELIX 248..251; /evidence="ECO:0007829|PDB:5HU9"; HELIX 262..264; /evidence="ECO:0007829|PDB:5HU9"; HELIX 280..290; /evidence="ECO:0007829|PDB:5HU9"; HELIX 323..329; /evidence="ECO:0007829|PDB:5HU9"; HELIX 337..356; /evidence="ECO:0007829|PDB:5HU9"; HELIX 366..368; /evidence="ECO:0007829|PDB:5HU9"; HELIX 373..375; /evidence="ECO:0007829|PDB:5HU9"; HELIX 381..383; /evidence="ECO:0007829|PDB:2G2F"; HELIX 384..387; /evidence="ECO:0007829|PDB:2G1T"; HELIX 390..392; /evidence="ECO:0007829|PDB:2G1T"; HELIX 403..405; /evidence="ECO:0007829|PDB:5HU9"; HELIX 408..413; /evidence="ECO:0007829|PDB:5HU9"; HELIX 418..433; /evidence="ECO:0007829|PDB:5HU9"; HELIX 445..447; /evidence="ECO:0007829|PDB:5HU9"; HELIX 448..453; /evidence="ECO:0007829|PDB:5HU9"; HELIX 466..475; /evidence="ECO:0007829|PDB:5HU9"; HELIX 480..482; /evidence="ECO:0007829|PDB:5HU9"; HELIX 486..496; /evidence="ECO:0007829|PDB:5HU9"; HELIX 503..506; /evidence="ECO:0007829|PDB:2G1T"; HELIX 1029..1045; /evidence="ECO:0007829|PDB:1ZZP"; HELIX 1053..1070; /evidence="ECO:0007829|PDB:1ZZP"; HELIX 1071..1073; /evidence="ECO:0007829|PDB:1ZZP"; HELIX 1080..1097; /evidence="ECO:0007829|PDB:1ZZP"; HELIX 1115..1128; /evidence="ECO:0007829|PDB:1ZZP"	STRAND 26..32; /evidence="ECO:0007829|PDB:6AMV"; STRAND 39..44; /evidence="ECO:0007829|PDB:6AMV"; STRAND 65..70; /evidence="ECO:0007829|PDB:5OAZ"; STRAND 76..79; /evidence="ECO:0007829|PDB:7PW2"; STRAND 87..93; /evidence="ECO:0007829|PDB:5OAZ"; STRAND 97..104; /evidence="ECO:0007829|PDB:5OAZ"; STRAND 107..112; /evidence="ECO:0007829|PDB:5OAZ"; STRAND 116..118; /evidence="ECO:0007829|PDB:5OAZ"; STRAND 128..131; /evidence="ECO:0007829|PDB:5DC4"; STRAND 148..153; /evidence="ECO:0007829|PDB:5DC4"; STRAND 155..157; /evidence="ECO:0007829|PDB:5DC4"; STRAND 161..167; /evidence="ECO:0007829|PDB:5DC4"; STRAND 170..175; /evidence="ECO:0007829|PDB:5DC4"; STRAND 177..179; /evidence="ECO:0007829|PDB:4XEY"; STRAND 184..187; /evidence="ECO:0007829|PDB:5DC4"; STRAND 190..194; /evidence="ECO:0007829|PDB:5DC4"; STRAND 209..211; /evidence="ECO:0007829|PDB:5DC4"; STRAND 226..228; /evidence="ECO:0007829|PDB:5MO4"; STRAND 229..231; /evidence="ECO:0007829|PDB:2GQG"; STRAND 242..247; /evidence="ECO:0007829|PDB:5HU9"; STRAND 254..261; /evidence="ECO:0007829|PDB:5HU9"; STRAND 266..271; /evidence="ECO:0007829|PDB:5HU9"; STRAND 301..305; /evidence="ECO:0007829|PDB:5HU9"; STRAND 307..310; /evidence="ECO:0007829|PDB:5HU9"; STRAND 312..316; /evidence="ECO:0007829|PDB:5HU9"; STRAND 319..322; /evidence="ECO:0007829|PDB:2HZI"; STRAND 359..361; /evidence="ECO:0007829|PDB:2G2H"; STRAND 369..371; /evidence="ECO:0007829|PDB:5HU9"; STRAND 377..379; /evidence="ECO:0007829|PDB:5HU9"; STRAND 393..396; /evidence="ECO:0007829|PDB:3QRJ"; STRAND 399..401; /evidence="ECO:0007829|PDB:5HU9"; STRAND 498..500; /evidence="ECO:0007829|PDB:1OPL"; STRAND 1101..1104; /evidence="ECO:0007829|PDB:1ZZP"; STRAND 1106..1108; /evidence="ECO:0007829|PDB:1ZZP"	Q8IZP0; Q9NYB9; O14672; P10275; Q13315; Q4KMG0; P46108; P46109; P35222; P00533; P04626; Q03468; Q14315; P36888; P08631; P05107; P10721; Q38SD2; Q92918; Q7Z434; O43196; P15941; P15941-12; P16333; O43900; Q13905; Q86UR5; Q13671; P31947; Q15464; O75751; P37840; Q9BX66; O60504-2; Q07890; P12931; P51692; Q9Y4G6; P11387; P04637; P15498; Q92558; Q9Y6W5; P62258; P61981; P63104; O35158; P37840; P48165; Q15323; P37840
P00846	ATP synthase F(0) complex subunit a (F-ATPase protein 6) (Proton-conducting channel, ATP synthase F(0) complex subunit a)	226	HELIX 7..9; /evidence="ECO:0007829|PDB:8H9F"; HELIX 19..25; /evidence="ECO:0007829|PDB:8H9F"; HELIX 27..30; /evidence="ECO:0007829|PDB:8H9F"; HELIX 41..58; /evidence="ECO:0007829|PDB:8H9F"; HELIX 65..68; /evidence="ECO:0007829|PDB:8H9F"; HELIX 69..84; /evidence="ECO:0007829|PDB:8H9F"; HELIX 94..96; /evidence="ECO:0007829|PDB:8H9F"; HELIX 98..118; /evidence="ECO:0007829|PDB:8H9F"; HELIX 121..127; /evidence="ECO:0007829|PDB:8H9F"; HELIX 135..137; /evidence="ECO:0007829|PDB:8H9F"; HELIX 140..180; /evidence="ECO:0007829|PDB:8H9F"; HELIX 186..223; /evidence="ECO:0007829|PDB:8H9F"	STRAND 36..38; /evidence="ECO:0007829|PDB:8H9F"	
P01011	Alpha-1-antichymotrypsin (ACT) (Cell growth-inhibiting gene 24/25 protein) (Serpin A3) [Cleaved into: Alpha-1-antichymotrypsin His-Pro-less]	423	HELIX 49..67; /evidence="ECO:0007829|PDB:1AS4"; HELIX 77..88; /evidence="ECO:0007829|PDB:1AS4"; HELIX 93..102; /evidence="ECO:0007829|PDB:1AS4"; HELIX 112..126; /evidence="ECO:0007829|PDB:1AS4"; HELIX 151..161; /evidence="ECO:0007829|PDB:1AS4"; HELIX 170..172; /evidence="ECO:0007829|PDB:1QMN"; HELIX 173..187; /evidence="ECO:0007829|PDB:1AS4"; HELIX 223..225; /evidence="ECO:0007829|PDB:1AS4"; HELIX 284..289; /evidence="ECO:0007829|PDB:1AS4"; HELIX 293..302; /evidence="ECO:0007829|PDB:1AS4"; HELIX 325..330; /evidence="ECO:0007829|PDB:1AS4"; HELIX 335..337; /evidence="ECO:0007829|PDB:1AS4"; HELIX 344..347; /evidence="ECO:0007829|PDB:1AS4"	STRAND 69..71; /evidence="ECO:0007829|PDB:1QMN"; STRAND 73..75; /evidence="ECO:0007829|PDB:1AS4"; STRAND 130..132; /evidence="ECO:0007829|PDB:1QMN"; STRAND 134..144; /evidence="ECO:0007829|PDB:1AS4"; STRAND 164..168; /evidence="ECO:0007829|PDB:1AS4"; STRAND 203..219; /evidence="ECO:0007829|PDB:1AS4"; STRAND 227..234; /evidence="ECO:0007829|PDB:1AS4"; STRAND 237..256; /evidence="ECO:0007829|PDB:1AS4"; STRAND 261..279; /evidence="ECO:0007829|PDB:1AS4"; STRAND 304..314; /evidence="ECO:0007829|PDB:1AS4"; STRAND 316..323; /evidence="ECO:0007829|PDB:1AS4"; STRAND 348..350; /evidence="ECO:0007829|PDB:1AS4"; STRAND 352..365; /evidence="ECO:0007829|PDB:1AS4"; STRAND 367..382; /evidence="ECO:0007829|PDB:1AS4"; STRAND 391..394; /evidence="ECO:0007829|PDB:1AS4"; STRAND 399..405; /evidence="ECO:0007829|PDB:1AS4"; STRAND 412..418; /evidence="ECO:0007829|PDB:1AS4"	P05067; P55212; Q96KC8; P13473-2; Q9Y371; Q9UNE7; Q9UBQ0-2; Q96AX1; Q06389
P01185	Vasopressin-neurophysin 2-copeptin (AVP-NPII) [Cleaved into: Arg-vasopressin (Arginine-vasopressin); Neurophysin 2 (Neurophysin-II); Copeptin]	164			O43741
P01270	Parathyroid hormone (PTH) (Parathormone) (Parathyrin)	115	HELIX 34..64; /evidence="ECO:0007829|PDB:1ET1"; HELIX 65..67; /evidence="ECO:0007829|PDB:1ZWF"		Q12797-6; Q03431
P01275	Pro-glucagon [Cleaved into: Glicentin; Glicentin-related polypeptide (GRPP); Oxyntomodulin (OXM) (OXY); Glucagon; Glucagon-like peptide 1 (GLP-1) (Incretin hormone); Glucagon-like peptide 1(7-37) (GLP-1(7-37)); Glucagon-like peptide 1(7-36) (GLP-1(7-36)); Glucagon-like peptide 2 (GLP-2)]	180	HELIX 57..79; /evidence="ECO:0007829|PDB:6PHI"; HELIX 104..124; /evidence="ECO:0007829|PDB:4ZGM"; HELIX 148..173; /evidence="ECO:0007829|PDB:7D68"; HELIX 174..177; /evidence="ECO:0007829|PDB:2L64"		P27487; Q12884; P01275; P48546; P14735-1
P01308	Insulin [Cleaved into: Insulin B chain; Insulin A chain]	110	HELIX 25..27; /evidence="ECO:0007829|PDB:8HSK"; HELIX 28..31; /evidence="ECO:0007829|PDB:1AIY"; HELIX 33..43; /evidence="ECO:0007829|PDB:3W7Y"; HELIX 44..46; /evidence="ECO:0007829|PDB:3W7Y"; HELIX 79..81; /evidence="ECO:0007829|PDB:1T0C"; HELIX 91..97; /evidence="ECO:0007829|PDB:3W7Y"; HELIX 102..106; /evidence="ECO:0007829|PDB:3W7Y"	STRAND 48..50; /evidence="ECO:0007829|PDB:3W7Y"; STRAND 56..58; /evidence="ECO:0007829|PDB:1EFE"; STRAND 74..76; /evidence="ECO:0007829|PDB:1T0C"; STRAND 98..101; /evidence="ECO:0007829|PDB:4EFX"	Q6UY14-3; A8MQ03; P14735-1; P01308; P06213-2; Q07627; Q8IUG1; P0DPK4; P11142
P01571	Interferon alpha-17 (IFN-alpha-17) (Interferon alpha-88) (Interferon alpha-I') (LeIF I) (Interferon alpha-T)	189			
P01579	Interferon gamma (IFN-gamma) (Immune interferon)	166	HELIX 27..38; /evidence="ECO:0007829|PDB:1FYH"; HELIX 43..46; /evidence="ECO:0007829|PDB:1FYH"; HELIX 53..58; /evidence="ECO:0007829|PDB:1FYH"; HELIX 62..81; /evidence="ECO:0007829|PDB:1FYH"; HELIX 87..89; /evidence="ECO:0007829|PDB:1FG9"; HELIX 90..105; /evidence="ECO:0007829|PDB:1FYH"; HELIX 109..119; /evidence="ECO:0007829|PDB:1FYH"; HELIX 126..140; /evidence="ECO:0007829|PDB:1FYH"; HELIX 146..148; /evidence="ECO:0007829|PDB:3BES"		P15260; Q66793
P01597	Immunoglobulin kappa variable 1-39 (Ig kappa chain V-I region DEE) (Ig kappa chain V-I region Hau) (Ig kappa chain V-I region Mev) (Ig kappa chain V-I region OU) (Ig kappa chain V-I region Walker)	117	HELIX 102..104; /evidence="ECO:0007829|PDB:3UPA"	STRAND 26..29; /evidence="ECO:0007829|PDB:3UPA"; STRAND 31..35; /evidence="ECO:0007829|PDB:3UPA"; STRAND 41..49; /evidence="ECO:0007829|PDB:3UPA"; STRAND 55..60; /evidence="ECO:0007829|PDB:3UPA"; STRAND 67..71; /evidence="ECO:0007829|PDB:3UPA"; STRAND 84..89; /evidence="ECO:0007829|PDB:3UPA"; STRAND 92..99; /evidence="ECO:0007829|PDB:3UPA"; STRAND 106..112; /evidence="ECO:0007829|PDB:3UPA"; STRAND 114..117; /evidence="ECO:0007829|PDB:3UPA"	
P01615	Immunoglobulin kappa variable 2D-28 (Ig kappa chain V-II region FR) (Ig kappa chain V-II region GM607) (Ig kappa chain V-II region MIL) (Ig kappa chain V-II region TEW)	120			
